order_id,customer_id,order_date,order_amount,quantity,membership_level
555,4376,2024-03-03,36.6,7,Silver
556,6645,2025-04-26,-825.38,9,Silver
557,4486,2024-11-21,1299.07,5,Silver
558,4584,2025-09-10,40.86,2,Silver
559,9053,2025-08-05,568.96,7,Gold
560,4330,2025-03-08,423.83,8,Gold
561,3703,2023-12-03,93.55,7,Silver
562,9662,2025-02-13,963.73,7,Gold
563,9120,2024-01-17,371.63,5,Bronze
564,8114,2025-03-17,1488.73,2,Bronze
565,2353,2024-08-02,1697.38,6,Bronze
566,6063,2024-08-14,1095.71,4,Silver
567,9549,2024-06-23,1963.6,2,Silver
568,8575,2024-02-14,906.45,9,Gold
569,1667,2023-03-03,1031.6,7,Gold
570,5468,2023-07-22,1978.54,6,Gold
571,7819,2025-01-01,470.78,5,Bronze
572,4719,2024-02-01,1885.67,3,Bronze
573,3745,2025-08-16,95.25,4,Bronze
574,8483,2023-03-18,898.31,3,Bronze
575,1539,2025-05-22,149.31,8,Gold
576,5964,2023-10-27,-1461.18,3,
577,5835,2023-03-31,1220.73,7,Silver
578,4775,2023-06-02,1416.2,7,Bronze
579,7042,2023-11-07,755.22,7,Silver
580,8102,2024-08-01,745.27,7,Silver
581,8312,2024-03-07,100.19,2,Silver
582,6320,2025-04-27,706.39,3,Bronze
583,7132,2025-09-08,1859.28,9,Gold
584,8891,2023-08-24,764.66,3,Gold
585,3779,2025-09-08,1664.42,2,Silver
586,1924,2025-07-05,1686.23,9,Gold
587,2581,2023-12-14,752.75,9,Gold
588,8714,2024-11-04,1267.66,4,Bronze
589,4324,2025-07-17,199.79,9,Bronze
590,6713,2023-10-01,-216.32,3,Silver
591,8026,2023-03-06,-106.83,7,Silver
592,1255,2025-10-10,1166.22,7,Silver
593,5804,2023-01-21,857.88,8,Bronze
594,2838,2023-11-16,1100.58,4,Gold
595,1009,2024-11-19,1046.94,3,Bronze
596,3871,2025-07-09,706.9,3,Bronze
597,9989,2024-08-04,1358.17,5,
598,8409,2023-11-25,1519.42,1,Gold
599,8418,2025-03-25,39.11,3,Silver
600,6124,2024-08-19,422.41,6,Gold
601,2015,2023-01-22,1429.34,3,Gold
602,3193,2023-08-07,779.37,5,Gold
603,9415,2025-06-16,1328.34,9,Gold
604,8449,2023-01-02,700.46,2,Silver
605,5158,2023-02-02,787.6,2,Silver
606,4925,2023-04-26,325.77,6,
607,7970,2025-02-03,523.88,6,Gold
608,7938,2025-02-27,1214.77,8,Silver
609,5784,2023-10-13,871.99,2,Silver
610,5000,2025-10-15,1550.86,9,Gold
611,2633,2025-02-26,1706.64,2,Bronze
612,8266,2025-02-26,1087.88,1,Silver
