order_id,order_date,customer_id,product_id,product_name,category,quantity,price
10163,2024-03-07,9897,4611,Scarf,Accessories,2,168
10164,2024-01-12,8756,7557,Cotton T-Shirt,Tops,3,121
10165,2023-10-08,7948,3446,Puffer Jacket,Outerwear,2,283
10166,2023-09-02,6755,7352,Evening Gown,Dresses,5,27
10167,2025-08-11,4602,4170,High Heels,Shoes,4,134
10168,2024-08-19,6062,4921,Leather Jacket,Outerwear,2,287
10169,2025-01-18,9071,7055,Cotton T-Shirt,Tops,3,217
10170,2025-01-17,8244,5683,Loafers,Shoes,2,265
10171,2023-05-27,7372,4261,Tank Top,Tops,5,112
10172,2025-07-04,8105,3945,Cotton T-Shirt,Tops,4,176
10173,2023-10-30,4581,6934,Casual Dress,Dresses,4,68
10174,2025-05-15,3762,8790,Boots,Shoes,1,299
10175,2024-01-12,1572,7063,Sneakers,Shoes,2,219
10176,2023-10-02,8705,3853,Party Dress,Dresses,5,271
10177,2024-07-23,1614,8873,Leather Jacket,Outerwear,4,100
10178,2023-02-01,5050,2599,Linen Blouse,Tops,5,244
10179,2025-09-06,1325,6887,Belt,Accessories,3,147
10180,2025-06-06,4740,6135,Tank Top,Tops,1,122
10181,2023-11-28,1358,8895,Tank Top,Tops,1,292
10182,2023-12-05,4777,5403,Denim Jacket,Outerwear,2,80
10183,2024-04-14,6906,4990,Tank Top,Tops,4,225
10184,2023-12-03,2721,6743,Floral Dress,Dresses,3,242
10185,2023-10-20,2349,6277,Evening Gown,Dresses,1,286
10186,2024-04-14,4696,6360,Sneakers,Shoes,2,239
10187,2023-07-31,4896,4818,Watch,Accessories,4,241
10188,2025-10-16,5260,9861,Tank Top,Tops,2,300
10189,2023-10-17,7941,9700,Linen Blouse,Tops,4,33
10190,2023-01-21,4808,2862,Denim Jacket,Outerwear,1,88
10191,2025-10-15,6246,6527,Summer Dress,Dresses,5,239
10192,2024-12-29,9384,6055,Belt,Accessories,1,60
10193,2024-08-11,4845,3219,Loafers,Shoes,5,200
10194,2024-12-15,3577,5795,Floral Dress,Dresses,5,91
10195,2024-04-14,1091,6604,Sandals,Shoes,5,152
10196,2024-07-23,5234,6542,Wool Coat,Outerwear,2,214
10197,2024-09-29,9672,2527,Puffer Jacket,Outerwear,5,33
10198,2023-05-23,7592,9369,Tank Top,Tops,4,227
10199,2023-03-02,9128,4922,Scarf,Accessories,5,223
10200,2023-11-21,2075,7849,Loafers,Shoes,1,182
10201,2025-03-04,3513,7724,Party Dress,Dresses,2,103
10202,2024-03-16,9168,5204,Puffer Jacket,Outerwear,4,233
10203,2024-07-29,7861,3162,Tank Top,Tops,4,181
10204,2024-07-05,9990,6764,Cardigan,Tops,4,222
10205,2025-02-21,1604,5564,High Heels,Shoes,4,159
10206,2025-07-18,3979,2846,Leather Jacket,Outerwear,2,66
10207,2024-12-27,8140,4117,Handbag,Accessories,3,103
10208,2025-05-22,8065,8959,Puffer Jacket,Outerwear,4,199
10209,2025-07-24,5916,5086,Sneakers,Shoes,2,42
10210,2023-02-26,7800,3770,Loafers,Shoes,5,48
10211,2023-06-24,1597,5283,Wool Coat,Outerwear,2,99
10212,2025-01-20,8320,3825,Sandals,Shoes,2,223
10213,2023-04-18,9705,9227,Puffer Jacket,Outerwear,5,294
10214,2025-03-16,6622,5323,Summer Dress,Dresses,4,176
10215,2023-06-07,2877,2445,Wool Coat,Outerwear,4,273
10216,2023-09-05,2699,3025,Puffer Jacket,Outerwear,2,57
10217,2023-01-31,6780,3771,Boots,Shoes,3,146
10218,2024-01-02,1716,3359,Sneakers,Shoes,4,35
10219,2023-11-23,5086,2018,Cardigan,Tops,5,159
10220,2024-03-08,1665,8113,Linen Blouse,Tops,4,282
10221,2023-01-17,8846,2560,Floral Dress,Dresses,3,124
10222,2024-12-04,7611,9245,Tank Top,Tops,1,269
10223,2024-03-24,2079,2471,Raincoat,Outerwear,3,28
10224,2025-05-10,9419,2027,Boots,Shoes,2,230
10225,2023-11-27,9340,2559,Sweatshirt,Tops,1,184
10226,2024-01-27,2069,4655,Cotton T-Shirt,Tops,4,277
10227,2025-03-05,6263,5236,Evening Gown,Dresses,4,63
10228,2023-01-10,8951,6553,Evening Gown,Dresses,1,278
10229,2024-10-04,2363,2944,Raincoat,Outerwear,2,223
10230,2024-10-28,5508,5948,Sandals,Shoes,5,274
10231,2023-03-02,2755,7295,Party Dress,Dresses,2,105
10232,2023-03-24,1519,5656,Cotton T-Shirt,Tops,2,65
10233,2024-02-22,6463,7079,Sandals,Shoes,2,187
10234,2024-12-21,8233,6963,High Heels,Shoes,3,210
10235,2024-09-23,2102,5063,Cotton T-Shirt,Tops,2,211
10236,2023-03-20,1597,8172,Summer Dress,Dresses,2,34
10237,2024-06-20,4273,3979,Sweatshirt,Tops,1,97
10238,2024-06-25,6781,4716,Sneakers,Shoes,1,234
10239,2024-06-29,7256,6921,Scarf,Accessories,3,224
10240,2023-03-22,8258,2815,Handbag,Accessories,5,69
10241,2023-06-29,9780,4326,Puffer Jacket,Outerwear,3,227
10242,2025-09-10,7554,4330,Sweatshirt,Tops,4,259
10243,2025-08-23,9002,9646,Cardigan,Tops,2,244
10244,2024-02-01,5846,3002,Raincoat,Outerwear,1,120
10245,2023-02-19,5798,3542,Leather Jacket,Outerwear,5,286
10246,2023-05-06,7605,8448,Wool Coat,Outerwear,1,62
10247,2024-02-26,3986,8837,Sandals,Shoes,1,174
10248,2025-05-15,1400,6204,Cotton T-Shirt,Tops,3,194
10249,2025-04-07,3855,8467,Sandals,Shoes,2,241
10250,2024-01-02,4412,3229,Denim Jacket,Outerwear,5,177
10251,2023-11-19,1056,5305,Tank Top,Tops,4,241
10252,2023-02-26,9022,8057,Sneakers,Shoes,1,155
10253,2025-06-06,2875,8601,Boots,Shoes,2,197
10254,2024-07-09,5543,9354,Puffer Jacket,Outerwear,4,225
10255,2023-09-23,5298,8059,Tank Top,Tops,4,203
10256,2025-08-02,4768,4529,Denim Jacket,Outerwear,4,50
10257,2024-11-23,6752,7017,Tank Top,Tops,2,221
10258,2023-01-21,5833,3430,Handbag,Accessories,4,149
10259,2025-03-31,2353,5912,Casual Dress,Dresses,3,259
10260,2023-03-17,5987,3532,Party Dress,Dresses,3,261
10261,2023-02-10,7597,3892,Floral Dress,Dresses,1,275
10262,2023-07-24,5311,8663,Puffer Jacket,Outerwear,4,202
10263,2023-10-19,3934,5124,Sunglasses,Accessories,5,262
10264,2023-02-16,1022,3421,Linen Blouse,Tops,3,25
10265,2025-03-10,2209,7318,Boots,Shoes,1,46
10266,2025-07-17,9940,2390,Sweatshirt,Tops,5,128
10267,2024-10-26,1804,7768,Sneakers,Shoes,3,189
10268,2024-05-25,9325,4818,Sweatshirt,Tops,2,193
10269,2024-02-28,5416,3869,Belt,Accessories,4,117
10270,2025-02-18,9625,4960,High Heels,Shoes,3,254
10271,2024-03-26,6141,7617,Raincoat,Outerwear,3,224
10272,2025-08-05,5968,3195,Cotton T-Shirt,Tops,4,75
10273,2025-04-08,4671,8229,Cotton T-Shirt,Tops,1,144
10274,2025-07-23,8292,4605,High Heels,Shoes,2,204
10275,2024-01-19,8001,2857,Leather Jacket,Outerwear,5,203
10276,2025-04-26,3098,7305,Raincoat,Outerwear,4,290
10277,2024-04-16,9444,5227,Scarf,Accessories,3,149
10278,2023-01-23,6061,3516,Denim Jacket,Outerwear,3,205
10279,2024-10-13,4264,9688,Leather Jacket,Outerwear,3,250
10280,2023-08-16,6435,7746,Denim Jacket,Outerwear,1,262
10281,2023-02-15,9493,8809,Summer Dress,Dresses,3,78
10282,2025-06-22,7691,3153,Scarf,Accessories,3,169
10283,2024-02-27,3763,2842,Sweatshirt,Tops,3,268
10284,2023-09-24,5005,7200,Boots,Shoes,1,128
10285,2025-05-06,4241,9551,Cardigan,Tops,4,46
10286,2024-01-13,4057,7921,Watch,Accessories,3,232
10287,2023-07-21,1550,3682,Boots,Shoes,3,245
10288,2024-03-26,6574,2294,Handbag,Accessories,4,21
10289,2024-11-05,6411,8097,Denim Jacket,Outerwear,5,224
10290,2025-02-01,2587,8412,Sandals,Shoes,3,40
10291,2023-01-19,6920,2644,Puffer Jacket,Outerwear,5,228
10292,2023-05-06,6260,5633,Linen Blouse,Tops,2,79
10293,2025-07-18,5409,8678,Tank Top,Tops,3,292
10294,2024-06-06,6783,9545,Sandals,Shoes,1,273
10295,2023-06-15,1712,9543,High Heels,Shoes,4,244
10296,2024-08-10,6406,4135,Scarf,Accessories,2,167
10297,2023-06-09,8990,7020,Watch,Accessories,1,269
10298,2024-09-01,8420,7743,Wool Coat,Outerwear,1,34
10299,2023-06-23,7843,2110,Loafers,Shoes,4,214
10300,2024-07-20,3433,2583,Tank Top,Tops,1,101
10301,2023-09-06,4301,5225,Watch,Accessories,4,156
10302,2023-06-25,1270,3486,Sunglasses,Accessories,2,155
10303,2024-02-29,2079,9736,Tank Top,Tops,2,30
10304,2025-06-22,6322,6864,Belt,Accessories,4,149
10305,2023-05-25,9795,7275,Wool Coat,Outerwear,5,257
10306,2023-06-21,6257,3648,High Heels,Shoes,5,194
10307,2023-02-12,8982,9485,Tank Top,Tops,3,69
10308,2024-08-04,7214,9726,Sandals,Shoes,5,124
10309,2023-08-15,6006,8381,Handbag,Accessories,2,281
10310,2025-07-31,4985,4381,Belt,Accessories,3,134
10311,2024-01-07,9791,2105,Cotton T-Shirt,Tops,1,131
10312,2025-08-10,9705,5553,Puffer Jacket,Outerwear,5,219
10313,2025-06-15,6991,7818,Evening Gown,Dresses,4,216
10314,2024-06-02,7227,3694,Linen Blouse,Tops,1,232
10315,2025-02-23,8833,3733,Evening Gown,Dresses,3,42
10316,2023-09-12,3886,2381,Floral Dress,Dresses,1,42
10317,2023-08-11,3653,4736,Denim Jacket,Outerwear,1,59
10318,2024-12-26,5864,6356,Casual Dress,Dresses,1,279
10319,2023-12-06,3514,7918,Party Dress,Dresses,4,125
10320,2024-09-24,4969,3316,Denim Jacket,Outerwear,4,172
10321,2025-06-04,4284,7454,Casual Dress,Dresses,5,209
10322,2023-09-16,8740,4702,Summer Dress,Dresses,1,202
10323,2024-10-28,5566,6915,Floral Dress,Dresses,2,244
10324,2024-07-09,3196,6074,Tank Top,Tops,4,32
10325,2025-04-28,1789,6804,Linen Blouse,Tops,3,174
10326,2024-11-24,4475,8619,Cardigan,Tops,1,293
10327,2025-09-18,2309,9392,Puffer Jacket,Outerwear,1,233
10328,2025-10-10,1864,2906,Scarf,Accessories,3,241
10329,2023-01-13,6389,8698,Party Dress,Dresses,4,132
10330,2024-01-10,4363,9621,Floral Dress,Dresses,1,184
10331,2025-02-10,9215,2662,Wool Coat,Outerwear,2,25
10332,2023-01-12,4003,7415,Summer Dress,Dresses,2,228
10333,2023-03-29,9502,8718,Sweatshirt,Tops,3,198
10334,2023-04-19,2231,8785,Scarf,Accessories,2,26
10335,2025-01-29,8959,9934,Sneakers,Shoes,3,140
10336,2024-07-31,3711,2462,Party Dress,Dresses,4,210
10337,2023-11-02,7581,4902,Sweatshirt,Tops,3,284
10338,2025-07-15,8705,9381,Boots,Shoes,1,300
10339,2024-10-07,1421,6680,Watch,Accessories,1,189
10340,2024-11-21,1946,2942,Sneakers,Shoes,1,96
10341,2023-01-20,2834,8759,Sweatshirt,Tops,1,66
10342,2024-01-07,2564,2157,Sneakers,Shoes,4,186
10343,2024-10-02,8332,8415,Leather Jacket,Outerwear,3,191
10344,2025-08-03,5944,7946,Sneakers,Shoes,1,36
10345,2024-02-29,2308,5309,Casual Dress,Dresses,5,250
10346,2025-04-20,3986,3326,Summer Dress,Dresses,3,217
10347,2023-01-26,1386,4717,Raincoat,Outerwear,2,247
10348,2024-03-05,7131,4668,Sweatshirt,Tops,5,217
10349,2023-03-19,4258,4568,Evening Gown,Dresses,5,254
10350,2024-10-23,7121,5392,Watch,Accessories,1,72
10351,2024-04-13,5811,4106,Casual Dress,Dresses,5,276
10352,2024-12-20,7574,7477,Floral Dress,Dresses,5,177
10353,2023-11-08,7697,6799,Cotton T-Shirt,Tops,2,132
10354,2025-09-06,4933,2647,High Heels,Shoes,4,95
10355,2024-07-22,2439,5322,Floral Dress,Dresses,5,119
10356,2023-06-18,7169,4938,Denim Jacket,Outerwear,2,46
10357,2024-08-25,5480,4483,Sneakers,Shoes,3,229
10358,2023-04-05,1055,6241,Watch,Accessories,3,215
10359,2024-09-08,4324,4906,Tank Top,Tops,5,78
10360,2024-08-28,7777,5025,Sunglasses,Accessories,2,177
10361,2024-10-28,1105,3375,High Heels,Shoes,3,176
10362,2024-11-09,4201,9737,Boots,Shoes,2,248
10363,2025-09-03,1669,9856,Sandals,Shoes,4,102
10364,2025-01-14,9934,3823,Watch,Accessories,1,178
10365,2025-07-17,1966,2244,Sandals,Shoes,2,225
10366,2023-12-23,1307,7679,Handbag,Accessories,2,168
10367,2024-10-08,3138,4348,High Heels,Shoes,3,252
10368,2023-07-18,1109,8581,Leather Jacket,Outerwear,3,208
10369,2024-11-22,4632,2867,Sneakers,Shoes,2,215
10370,2025-01-25,7728,8243,Belt,Accessories,5,32
10371,2024-11-09,6684,8868,Evening Gown,Dresses,2,83
10372,2023-04-21,7499,4861,Sandals,Shoes,2,150
10373,2025-08-18,2915,2479,Party Dress,Dresses,2,113
10374,2023-10-04,1556,4462,Wool Coat,Outerwear,3,193
10375,2024-11-27,8619,8308,Linen Blouse,Tops,1,161
10376,2025-04-10,1104,3935,Denim Jacket,Outerwear,3,48
10377,2023-03-15,3047,8061,Sneakers,Shoes,4,41
10378,2025-10-09,1145,7757,Party Dress,Dresses,5,251
10379,2024-02-01,1873,5373,Floral Dress,Dresses,2,260
10380,2024-03-22,1298,5021,Watch,Accessories,1,243
10381,2024-05-12,4238,5192,Party Dress,Dresses,5,97
10382,2024-07-05,9837,2087,Watch,Accessories,5,276
10383,2024-10-03,7382,3240,Cotton T-Shirt,Tops,3,123
10384,2024-05-13,3511,2572,Sandals,Shoes,2,297
10385,2023-05-17,7596,2813,Belt,Accessories,1,265
10386,2025-07-08,1783,2178,Linen Blouse,Tops,2,38
10387,2024-11-15,5992,3725,Evening Gown,Dresses,1,117
10388,2024-08-09,1370,2162,Evening Gown,Dresses,5,208
10389,2023-02-13,1486,4640,Tank Top,Tops,2,183
10390,2024-08-26,8378,3005,Summer Dress,Dresses,3,234
10391,2025-09-14,4196,9337,Tank Top,Tops,1,55
10392,2023-08-13,5287,4348,Scarf,Accessories,1,47
10393,2023-11-27,3261,4421,Watch,Accessories,2,168
10394,2023-05-04,9572,4755,Sweatshirt,Tops,5,67
10395,2023-01-11,1238,6298,Belt,Accessories,2,33
10396,2024-07-14,7843,6142,Sunglasses,Accessories,3,180
10397,2024-04-29,2105,6558,Handbag,Accessories,4,21
10398,2024-03-31,2386,5741,Puffer Jacket,Outerwear,4,21
10399,2024-07-18,2667,6503,Loafers,Shoes,3,56
10400,2025-10-13,3691,3217,Evening Gown,Dresses,4,200
10401,2025-09-05,8756,4474,Denim Jacket,Outerwear,5,219
10402,2023-04-18,2996,2929,Handbag,Accessories,1,41
10403,2023-08-26,2425,9958,Linen Blouse,Tops,3,279
10404,2023-12-23,9023,2316,Scarf,Accessories,3,255
10405,2023-06-02,7849,3502,Sandals,Shoes,4,25
10406,2024-07-25,4247,2420,Watch,Accessories,3,224
10407,2025-02-05,3592,7388,Sweatshirt,Tops,2,20
10408,2023-05-04,2490,9648,High Heels,Shoes,2,279
10409,2025-01-09,2224,7830,Belt,Accessories,4,112
10410,2024-01-22,3587,7855,Sneakers,Shoes,1,276
10411,2023-02-25,8714,6358,Evening Gown,Dresses,3,73
10412,2025-09-13,4064,3449,Casual Dress,Dresses,3,25
10413,2023-03-20,8804,8309,Handbag,Accessories,4,186
10414,2024-02-21,1832,7811,Sneakers,Shoes,2,272
10415,2025-02-08,3440,2427,Cardigan,Tops,5,23
10416,2025-04-20,5795,9871,Sunglasses,Accessories,4,97
10417,2024-09-29,2646,2396,Floral Dress,Dresses,2,84
10418,2025-05-12,1440,7335,Floral Dress,Dresses,5,95
10419,2023-09-09,6956,2795,Handbag,Accessories,1,47
10420,2024-11-15,3367,2106,Sneakers,Shoes,3,93
10421,2024-01-18,7696,6049,Evening Gown,Dresses,4,259
10422,2025-01-25,6190,2097,Boots,Shoes,2,87
10423,2025-04-18,5663,3903,Floral Dress,Dresses,3,68
10424,2024-07-10,8062,9649,Evening Gown,Dresses,3,214
10425,2024-08-06,5331,5570,Denim Jacket,Outerwear,5,160
10426,2025-01-19,4034,5301,Evening Gown,Dresses,1,67
10427,2025-07-19,4262,7376,Sweatshirt,Tops,2,111
10428,2024-11-25,3107,2042,Scarf,Accessories,1,176
10429,2024-12-18,8036,8385,Handbag,Accessories,2,151
10430,2023-10-15,5320,3577,High Heels,Shoes,4,268
10431,2025-08-10,6938,6190,Party Dress,Dresses,2,180
10432,2024-01-04,3747,8065,Sweatshirt,Tops,4,188
10433,2024-03-30,5677,7885,High Heels,Shoes,5,119
10434,2024-12-06,8972,6283,Leather Jacket,Outerwear,2,76
10435,2024-06-16,5264,2384,Sneakers,Shoes,5,127
10436,2025-03-21,4133,6914,Loafers,Shoes,2,72
10437,2025-01-22,2465,5471,Party Dress,Dresses,1,166
10438,2023-08-30,5109,5577,Denim Jacket,Outerwear,2,162
10439,2025-09-11,3211,5238,Sneakers,Shoes,4,246
10440,2024-10-26,6539,9950,Cotton T-Shirt,Tops,1,121
10441,2025-04-21,2689,7244,Tank Top,Tops,5,267
10442,2025-05-14,8727,3696,Belt,Accessories,5,44
10443,2023-12-08,8764,4134,Denim Jacket,Outerwear,2,222
10444,2024-11-21,5541,5892,Puffer Jacket,Outerwear,5,157
